CityType,EmployeeName,Date,Amount
Moderately Expensive City,Ebenezer Graham,7/19/2018,39.25
Moderately Expensive City,Sophia Aubrey,7/19/2018,39.55
Moderately Expensive City,Stephen Maturin,7/19/2018,38.12
Expensive City,William Mowett,7/19/2018,90.24
Expensive City,Barret Bonden,7/20/2018,123.71
Expensive City,Diana Villiers,7/20/2018,88.05
Moderately Expensive City,Diana Villiers,7/20/2018,50.99
Moderately Expensive City,Jack Aubrey,7/20/2018,10.02
Inexpensive City,Nathaniel Martin,7/20/2018,39.04
Moderately Expensive City,William Mowett,7/20/2018,30.74
Moderately Expensive City,Clarissa Oakes,7/23/2018,51.45
Inexpensive City,Jack Aubrey,7/23/2018,27.7
Expensive City,Nathaniel Martin,7/23/2018,101.43
Inexpensive City,Sophia Aubrey,7/23/2018,39.36
Inexpensive City,Diana Villiers,7/24/2018,22.41
Moderately Expensive City,Ebenezer Graham,7/24/2018,42.75
Expensive City,Ebenezer Graham,7/24/2018,91.05
Inexpensive City,William Mowett,7/24/2018,28.36
Expensive City,Emily Sweeting,7/25/2018,82.94
Inexpensive City,Sophia Aubrey,7/25/2018,39.33
Expensive City,Clarissa Oakes,7/26/2018,96.82
Expensive City,Ebenezer Graham,7/26/2018,101.89
Inexpensive City,Emily Sweeting,7/26/2018,32.36
Moderately Expensive City,Molly Harte,7/26/2018,42.16
Moderately Expensive City,William Mowett,7/26/2018,41.7
Inexpensive City,Clarissa Oakes,7/27/2018,31.29
Moderately Expensive City,Diana Villiers,7/27/2018,29.98
Inexpensive City,Ebenezer Graham,7/27/2018,39.33
Moderately Expensive City,William Babbington,7/27/2018,39.4
Inexpensive City,William Mowett,7/27/2018,25.96
Inexpensive City,Clarissa Oakes,7/30/2018,26.02
Inexpensive City,Diana Villiers,7/30/2018,20.66
Inexpensive City,Emily Sweeting,7/30/2018,20.97
Inexpensive City,Molly Harte,7/30/2018,39
Inexpensive City,Nathaniel Martin,7/30/2018,39.66
Expensive City,Stephen Maturin,7/30/2018,87.99
Inexpensive City,Clarissa Oakes,7/31/2018,26.5
Expensive City,Nathaniel Martin,7/31/2018,79.54
Moderately Expensive City,William Babbington,7/31/2018,39.91
Moderately Expensive City,Jack Aubrey,8/1/2018,38.26
Moderately Expensive City,Nathaniel Martin,8/1/2018,39.83
Inexpensive City,Barret Bonden,8/2/2018,31.94
Moderately Expensive City,Jack Aubrey,8/2/2018,45.69
Expensive City,Jack Aubrey,8/2/2018,71.6
Inexpensive City,Molly Harte,8/2/2018,39.75
Moderately Expensive City,Nathaniel Martin,8/2/2018,46.3
Moderately Expensive City,William Babbington,8/2/2018,53.19
Inexpensive City,William Mowett,8/2/2018,25.36
Inexpensive City,Molly Harte,8/3/2018,39.02
Inexpensive City,Barret Bonden,8/6/2018,27.49
Expensive City,Barret Bonden,8/6/2018,78.56
Inexpensive City,Diana Villiers,8/6/2018,31.4
Expensive City,Ebenezer Graham,8/6/2018,100.66
Expensive City,Jack Aubrey,8/6/2018,119.67
Moderately Expensive City,William Babbington,8/6/2018,42.59
Moderately Expensive City,William Mowett,8/6/2018,38.48
Moderately Expensive City,Emily Sweeting,8/7/2018,49.79
Inexpensive City,William Babbington,8/7/2018,39.93
Moderately Expensive City,Ebenezer Graham,8/8/2018,42.42
Inexpensive City,Emily Sweeting,8/8/2018,18.12
Moderately Expensive City,Molly Harte,8/8/2018,39.23
Expensive City,Molly Harte,8/8/2018,111
Moderately Expensive City,Nathaniel Martin,8/8/2018,50.52
Expensive City,Sophia Aubrey,8/8/2018,80.58
Expensive City,Barret Bonden,8/9/2018,101.77
Expensive City,Clarissa Oakes,8/9/2018,89.79
Inexpensive City,Emily Sweeting,8/9/2018,19.49
Moderately Expensive City,Jack Aubrey,8/9/2018,32.53
Inexpensive City,Molly Harte,8/9/2018,39.86
Moderately Expensive City,Stephen Maturin,8/9/2018,28.51
Inexpensive City,Stephen Maturin,8/9/2018,15.45
Inexpensive City,Barret Bonden,8/10/2018,24.04
Expensive City,Barret Bonden,8/10/2018,81.35
Moderately Expensive City,Clarissa Oakes,8/10/2018,29.71
Moderately Expensive City,Ebenezer Graham,8/10/2018,39.86
Expensive City,Molly Harte,8/10/2018,73.62
Moderately Expensive City,Sophia Aubrey,8/10/2018,39.36
Expensive City,Stephen Maturin,8/10/2018,59.24
Inexpensive City,Emily Sweeting,8/13/2018,23.32
Expensive City,Molly Harte,8/13/2018,97.09
Inexpensive City,Barret Bonden,8/14/2018,25.16
Moderately Expensive City,Jack Aubrey,8/14/2018,47.3
Inexpensive City,Sophia Aubrey,8/14/2018,39.32
Expensive City,Sophia Aubrey,8/14/2018,137.53
Expensive City,Molly Harte,8/15/2018,88.62
Expensive City,Stephen Maturin,8/15/2018,55.43
Inexpensive City,Stephen Maturin,8/15/2018,20.56
Expensive City,Molly Harte,8/16/2018,91.1
Inexpensive City,Barret Bonden,8/17/2018,19.39
Expensive City,Clarissa Oakes,8/17/2018,99.34
Moderately Expensive City,Diana Villiers,8/17/2018,51.92
Inexpensive City,Nathaniel Martin,8/17/2018,39.04
Expensive City,William Babbington,8/17/2018,74.12
Expensive City,Barret Bonden,8/20/2018,79.24
Expensive City,Diana Villiers,8/20/2018,102.18
Moderately Expensive City,Diana Villiers,8/20/2018,42.06
Inexpensive City,Molly Harte,8/20/2018,39.49
Expensive City,Molly Harte,8/20/2018,93.9
Moderately Expensive City,William Babbington,8/20/2018,39.81
Moderately Expensive City,Jack Aubrey,8/21/2018,57.44
Expensive City,Sophia Aubrey,8/21/2018,82.3
Moderately Expensive City,Stephen Maturin,8/21/2018,41.59
Moderately Expensive City,Stephen Maturin,8/22/2018,35.87
Expensive City,William Babbington,8/22/2018,130.87
Inexpensive City,Diana Villiers,8/23/2018,25.2
Moderately Expensive City,Ebenezer Graham,8/23/2018,48.77
Expensive City,Jack Aubrey,8/23/2018,116.14
Moderately Expensive City,Molly Harte,8/23/2018,41.66
Moderately Expensive City,William Babbington,8/23/2018,46.47
Expensive City,William Mowett,8/23/2018,80.91
Moderately Expensive City,Clarissa Oakes,8/24/2018,44.41
Inexpensive City,Diana Villiers,8/24/2018,17.66
Inexpensive City,Ebenezer Graham,8/24/2018,39.69
Inexpensive City,Emily Sweeting,8/24/2018,23.97
Moderately Expensive City,Emily Sweeting,8/24/2018,49.26
Expensive City,Emily Sweeting,8/24/2018,84.68
Moderately Expensive City,Jack Aubrey,8/24/2018,41.76
Inexpensive City,Jack Aubrey,8/24/2018,21.47
Moderately Expensive City,William Babbington,8/24/2018,39.93
Moderately Expensive City,William Mowett,8/24/2018,55.44
Expensive City,Jack Aubrey,8/27/2018,83.94
Expensive City,Molly Harte,8/27/2018,67.28
Moderately Expensive City,Sophia Aubrey,8/27/2018,46.46
Expensive City,William Babbington,8/27/2018,103.08
Moderately Expensive City,Barret Bonden,8/28/2018,17.68
Moderately Expensive City,Clarissa Oakes,8/28/2018,34.93
Expensive City,Ebenezer Graham,8/28/2018,92.41
Moderately Expensive City,Jack Aubrey,8/28/2018,45.45
Moderately Expensive City,William Babbington,8/28/2018,39.8
Expensive City,Barret Bonden,8/29/2018,89.91
Inexpensive City,Sophia Aubrey,8/29/2018,39.66
Expensive City,William Babbington,8/29/2018,129.07
Inexpensive City,Barret Bonden,8/30/2018,29.2
Inexpensive City,Clarissa Oakes,8/30/2018,17.15
Inexpensive City,Stephen Maturin,8/30/2018,26.82
Moderately Expensive City,William Mowett,8/30/2018,47.26
Expensive City,William Mowett,8/30/2018,78.02
Expensive City,Emily Sweeting,8/31/2018,88.16
Moderately Expensive City,Jack Aubrey,8/31/2018,42.67
Inexpensive City,Emily Sweeting,9/4/2018,18.91
Moderately Expensive City,William Babbington,9/4/2018,39.48
Expensive City,Ebenezer Graham,9/5/2018,78.95
Expensive City,Sophia Aubrey,9/5/2018,43.77
Moderately Expensive City,William Babbington,9/5/2018,39.47
Inexpensive City,William Babbington,9/5/2018,39.35
Moderately Expensive City,Clarissa Oakes,9/6/2018,44.6
Expensive City,Jack Aubrey,9/6/2018,101.94
Expensive City,Stephen Maturin,9/6/2018,112.37
Inexpensive City,William Mowett,9/6/2018,23.38
Expensive City,William Mowett,9/6/2018,90.87
Inexpensive City,Diana Villiers,9/7/2018,20.89
Moderately Expensive City,Molly Harte,9/7/2018,60.13
Expensive City,Sophia Aubrey,9/7/2018,67.46
Moderately Expensive City,Stephen Maturin,9/7/2018,52.67
Expensive City,William Mowett,9/7/2018,95.05
Expensive City,Barret Bonden,9/11/2018,75.75
Expensive City,Clarissa Oakes,9/11/2018,113.76
Expensive City,Stephen Maturin,9/11/2018,78.34
Expensive City,William Mowett,9/11/2018,67.09
Expensive City,Barret Bonden,9/12/2018,98.96
Inexpensive City,Barret Bonden,9/12/2018,22.32
Moderately Expensive City,Diana Villiers,9/12/2018,48.43
Expensive City,Emily Sweeting,9/12/2018,132.8
Expensive City,Jack Aubrey,9/12/2018,101.29
Inexpensive City,Molly Harte,9/12/2018,39.6
Inexpensive City,Stephen Maturin,9/12/2018,20.7
Moderately Expensive City,Emily Sweeting,9/13/2018,34.47
Expensive City,Emily Sweeting,9/13/2018,91.14
Inexpensive City,Jack Aubrey,9/13/2018,21.66
Inexpensive City,William Babbington,9/13/2018,39.36
Moderately Expensive City,William Mowett,9/13/2018,51.77
Moderately Expensive City,Ebenezer Graham,9/14/2018,39.79
Expensive City,Emily Sweeting,9/14/2018,92.99
Inexpensive City,Clarissa Oakes,9/17/2018,23.11
Moderately Expensive City,Emily Sweeting,9/17/2018,27.36
Expensive City,William Babbington,9/17/2018,72.56
Inexpensive City,Ebenezer Graham,9/18/2018,39.55
Expensive City,Sophia Aubrey,9/18/2018,99.75
Expensive City,Clarissa Oakes,9/20/2018,99.64
Expensive City,Jack Aubrey,9/20/2018,116.81
Inexpensive City,Nathaniel Martin,9/20/2018,39.84
Inexpensive City,Stephen Maturin,9/20/2018,28.62
Expensive City,William Babbington,9/20/2018,73.08
Inexpensive City,Barret Bonden,9/21/2018,23.89
Inexpensive City,Diana Villiers,9/21/2018,23.07
Expensive City,Ebenezer Graham,9/21/2018,78.14
Expensive City,Emily Sweeting,9/21/2018,106.97
Expensive City,William Babbington,9/21/2018,85.26
Inexpensive City,Clarissa Oakes,9/25/2018,31.74
Inexpensive City,William Babbington,9/25/2018,39.79
Inexpensive City,Diana Villiers,9/26/2018,28.75
Moderately Expensive City,Stephen Maturin,9/26/2018,33.97
Inexpensive City,Barret Bonden,9/28/2018,23.58
Expensive City,Diana Villiers,9/28/2018,90.66
Inexpensive City,Nathaniel Martin,9/28/2018,39.43
Inexpensive City,Sophia Aubrey,9/28/2018,39.44
Moderately Expensive City,Stephen Maturin,9/28/2018,28.84
Moderately Expensive City,Ebenezer Graham,10/3/2018,40.89
Moderately Expensive City,Diana Villiers,10/4/2018,41.37
Inexpensive City,Jack Aubrey,10/4/2018,17.6
Moderately Expensive City,Sophia Aubrey,10/4/2018,39.3
Inexpensive City,Diana Villiers,10/5/2018,16.06
Expensive City,William Babbington,10/5/2018,86.84
Moderately Expensive City,Barret Bonden,10/8/2018,41.02
Inexpensive City,Diana Villiers,10/8/2018,24.04
Moderately Expensive City,Molly Harte,10/8/2018,44.17
Expensive City,Nathaniel Martin,10/8/2018,56.41
Inexpensive City,Stephen Maturin,10/8/2018,17.26
Inexpensive City,William Babbington,10/8/2018,39.36
Expensive City,Molly Harte,10/10/2018,81.57
Inexpensive City,Emily Sweeting,10/11/2018,18.35
Inexpensive City,Jack Aubrey,10/11/2018,24.65
Expensive City,Stephen Maturin,10/11/2018,109.26
Expensive City,William Mowett,10/11/2018,87.62
Moderately Expensive City,Barret Bonden,10/12/2018,53.36
Inexpensive City,Diana Villiers,10/12/2018,18.41
Moderately Expensive City,Nathaniel Martin,10/12/2018,53.93
Moderately Expensive City,Sophia Aubrey,10/12/2018,45.99
Inexpensive City,Barret Bonden,10/15/2018,17.95
Expensive City,Diana Villiers,10/15/2018,52.53
Inexpensive City,Ebenezer Graham,10/15/2018,39.17
Expensive City,Emily Sweeting,10/15/2018,87.22
Expensive City,Molly Harte,10/15/2018,83.69
Expensive City,William Mowett,10/15/2018,84.76
Inexpensive City,William Mowett,10/15/2018,24.38
Inexpensive City,Sophia Aubrey,10/17/2018,39.48
Expensive City,Stephen Maturin,10/17/2018,97.63
Moderately Expensive City,William Babbington,10/17/2018,41.32
Moderately Expensive City,Diana Villiers,10/18/2018,31.99
Expensive City,Diana Villiers,10/18/2018,75.98
Inexpensive City,Emily Sweeting,10/18/2018,27.07
Expensive City,Jack Aubrey,10/18/2018,90.33
Moderately Expensive City,Sophia Aubrey,10/18/2018,39.41
Expensive City,Stephen Maturin,10/18/2018,74.66
Moderately Expensive City,William Mowett,10/18/2018,30.43
Expensive City,Barret Bonden,10/19/2018,79.19
Expensive City,Ebenezer Graham,10/19/2018,84.39
Inexpensive City,Barret Bonden,10/22/2018,23.59
Expensive City,Molly Harte,10/22/2018,101.36
Expensive City,William Babbington,10/22/2018,105.18
Expensive City,Ebenezer Graham,10/23/2018,77.33
Expensive City,Molly Harte,10/23/2018,126.19
Expensive City,Sophia Aubrey,10/23/2018,63.31
Expensive City,Stephen Maturin,10/23/2018,101.92
Inexpensive City,Clarissa Oakes,10/24/2018,13.4
Moderately Expensive City,Diana Villiers,10/24/2018,42.87
Inexpensive City,Ebenezer Graham,10/24/2018,39.38
Inexpensive City,Sophia Aubrey,10/24/2018,39.23
Expensive City,Stephen Maturin,10/24/2018,116.82
Expensive City,William Babbington,10/24/2018,109.42
Expensive City,William Mowett,10/24/2018,96.74
Expensive City,Barret Bonden,10/25/2018,70.92
Moderately Expensive City,Barret Bonden,10/25/2018,53.77
Inexpensive City,Jack Aubrey,10/25/2018,28.51
Inexpensive City,Molly Harte,10/25/2018,39.86
Expensive City,Nathaniel Martin,10/25/2018,111.27
Moderately Expensive City,Barret Bonden,10/26/2018,38.12
Moderately Expensive City,Clarissa Oakes,10/26/2018,51.58
Expensive City,Ebenezer Graham,10/26/2018,86.28
Expensive City,Emily Sweeting,10/26/2018,89.07
Inexpensive City,Emily Sweeting,10/26/2018,19.79
Moderately Expensive City,Jack Aubrey,10/26/2018,36.09
Inexpensive City,Ebenezer Graham,10/29/2018,39.96
Expensive City,Emily Sweeting,10/29/2018,93.6
Expensive City,Molly Harte,10/29/2018,92.73
Inexpensive City,Nathaniel Martin,10/29/2018,39.74
Moderately Expensive City,Nathaniel Martin,10/29/2018,39.2
Moderately Expensive City,Sophia Aubrey,10/29/2018,39.96
Expensive City,Ebenezer Graham,10/30/2018,116.96
Inexpensive City,Emily Sweeting,10/30/2018,26.33
Moderately Expensive City,Emily Sweeting,10/30/2018,37.01
Expensive City,Jack Aubrey,10/30/2018,79.06
Inexpensive City,Jack Aubrey,10/30/2018,24.57
Inexpensive City,Sophia Aubrey,10/30/2018,39.84
Moderately Expensive City,Barret Bonden,11/2/2018,37.75
Moderately Expensive City,Molly Harte,11/2/2018,39.05
Expensive City,Sophia Aubrey,11/2/2018,70.33
Inexpensive City,William Mowett,11/2/2018,25.1
Inexpensive City,Jack Aubrey,11/5/2018,27.01
Expensive City,Stephen Maturin,11/5/2018,83.87
Inexpensive City,Diana Villiers,11/7/2018,23.66
Expensive City,Emily Sweeting,11/7/2018,123.47
Inexpensive City,Sophia Aubrey,11/7/2018,39.81
Moderately Expensive City,Sophia Aubrey,11/7/2018,39.49
Inexpensive City,Clarissa Oakes,11/8/2018,16.91
Expensive City,Diana Villiers,11/8/2018,65.7
Inexpensive City,Ebenezer Graham,11/8/2018,39.56
Expensive City,William Mowett,11/8/2018,71.84
Expensive City,Clarissa Oakes,11/9/2018,47.81
Moderately Expensive City,Molly Harte,11/9/2018,39.14
Expensive City,Nathaniel Martin,11/9/2018,98.86
Expensive City,Stephen Maturin,11/9/2018,106.55
Expensive City,William Babbington,11/9/2018,90.03
Moderately Expensive City,William Babbington,11/9/2018,39.76
Moderately Expensive City,Nathaniel Martin,11/12/2018,39.18
Inexpensive City,Nathaniel Martin,11/12/2018,39.93
Inexpensive City,Sophia Aubrey,11/12/2018,39.83
Expensive City,William Mowett,11/13/2018,108.15
Moderately Expensive City,Barret Bonden,11/14/2018,39.5
Expensive City,Barret Bonden,11/14/2018,121.21
Expensive City,Clarissa Oakes,11/14/2018,86.32
Inexpensive City,Ebenezer Graham,11/14/2018,39.81
Moderately Expensive City,Stephen Maturin,11/14/2018,41.93
Expensive City,Stephen Maturin,11/14/2018,88.98
Inexpensive City,Sophia Aubrey,11/15/2018,39.41
Inexpensive City,Stephen Maturin,11/15/2018,27.52
Expensive City,Diana Villiers,11/16/2018,88.12
Moderately Expensive City,Diana Villiers,11/16/2018,46.66
Moderately Expensive City,Ebenezer Graham,11/16/2018,42.86
Expensive City,Ebenezer Graham,11/16/2018,125.55
Moderately Expensive City,Molly Harte,11/16/2018,39.09
Inexpensive City,William Babbington,11/16/2018,39.32
Inexpensive City,Clarissa Oakes,11/19/2018,17.27
Moderately Expensive City,Emily Sweeting,11/19/2018,37.52
Expensive City,Molly Harte,11/19/2018,81.05
Inexpensive City,Sophia Aubrey,11/19/2018,39.66
Inexpensive City,Stephen Maturin,11/19/2018,28.16
Inexpensive City,Nathaniel Martin,11/20/2018,39.69
Moderately Expensive City,Nathaniel Martin,11/20/2018,39.39
Expensive City,Molly Harte,11/21/2018,72.37
Moderately Expensive City,William Babbington,11/21/2018,39.47
Expensive City,William Mowett,11/21/2018,89.28
Moderately Expensive City,Barret Bonden,11/23/2018,51.51
Expensive City,Emily Sweeting,11/23/2018,60.27
Inexpensive City,Molly Harte,11/23/2018,39.94
Moderately Expensive City,Clarissa Oakes,11/26/2018,44.54
Inexpensive City,Ebenezer Graham,11/26/2018,39.42
Inexpensive City,Emily Sweeting,11/26/2018,29.46
Moderately Expensive City,Jack Aubrey,11/26/2018,49.82
Expensive City,Jack Aubrey,11/26/2018,119.51
Expensive City,Sophia Aubrey,11/26/2018,64.98
Moderately Expensive City,Clarissa Oakes,11/27/2018,34.68
Inexpensive City,Clarissa Oakes,11/27/2018,24.59
Moderately Expensive City,Jack Aubrey,11/27/2018,65.81
Expensive City,Jack Aubrey,11/27/2018,59.44
Moderately Expensive City,Molly Harte,11/27/2018,47
Expensive City,Barret Bonden,11/28/2018,85.92
Moderately Expensive City,Diana Villiers,11/28/2018,42.39
Inexpensive City,Molly Harte,11/28/2018,39.98
Expensive City,Ebenezer Graham,11/29/2018,86.36
Expensive City,Emily Sweeting,11/29/2018,106.18
Inexpensive City,Emily Sweeting,11/29/2018,12.56
Moderately Expensive City,Molly Harte,11/29/2018,43.26
Inexpensive City,Nathaniel Martin,11/29/2018,39.85
Inexpensive City,William Mowett,11/29/2018,21.37
Moderately Expensive City,Clarissa Oakes,11/30/2018,25.37
Expensive City,Stephen Maturin,11/30/2018,73.34
Inexpensive City,Clarissa Oakes,12/3/2018,32.48
Moderately Expensive City,Emily Sweeting,12/3/2018,56.54
Expensive City,Nathaniel Martin,12/3/2018,112.83
Expensive City,Sophia Aubrey,12/3/2018,91.66
Inexpensive City,Sophia Aubrey,12/3/2018,39.52
Moderately Expensive City,Stephen Maturin,12/3/2018,47.84
Inexpensive City,Clarissa Oakes,12/4/2018,19.02
Expensive City,Clarissa Oakes,12/4/2018,134.47
Moderately Expensive City,Jack Aubrey,12/4/2018,30.37
Inexpensive City,Jack Aubrey,12/4/2018,31.41
Inexpensive City,William Babbington,12/4/2018,39.65
Inexpensive City,William Mowett,12/4/2018,20.22
Inexpensive City,Ebenezer Graham,12/5/2018,39.41
Expensive City,Molly Harte,12/5/2018,114.04
Moderately Expensive City,Nathaniel Martin,12/5/2018,39.96
Expensive City,Clarissa Oakes,12/6/2018,82.25
Inexpensive City,Diana Villiers,12/6/2018,25.62
Moderately Expensive City,Ebenezer Graham,12/6/2018,39.32
Expensive City,Ebenezer Graham,12/6/2018,61.65
Inexpensive City,William Mowett,12/6/2018,25.94
Expensive City,Diana Villiers,12/7/2018,107.72
Inexpensive City,Emily Sweeting,12/7/2018,22.77
Moderately Expensive City,Jack Aubrey,12/7/2018,42.19
Inexpensive City,Nathaniel Martin,12/7/2018,39.47
Moderately Expensive City,Nathaniel Martin,12/7/2018,43.14
Inexpensive City,Barret Bonden,12/10/2018,16.46
Expensive City,Clarissa Oakes,12/10/2018,77.71
Expensive City,Diana Villiers,12/10/2018,108.95
Expensive City,Ebenezer Graham,12/10/2018,59.81
Moderately Expensive City,Emily Sweeting,12/10/2018,32.84
Moderately Expensive City,Nathaniel Martin,12/10/2018,43.29
Expensive City,Sophia Aubrey,12/10/2018,93.18
Moderately Expensive City,William Mowett,12/10/2018,26.02
Expensive City,Nathaniel Martin,12/11/2018,76.54
Expensive City,Sophia Aubrey,12/11/2018,86
Moderately Expensive City,William Babbington,12/11/2018,47.93
Moderately Expensive City,Clarissa Oakes,12/12/2018,46.77
Moderately Expensive City,Ebenezer Graham,12/12/2018,39.59
Moderately Expensive City,Jack Aubrey,12/12/2018,37.44
Moderately Expensive City,Molly Harte,12/12/2018,39.49
Moderately Expensive City,Sophia Aubrey,12/12/2018,65.61
Expensive City,Jack Aubrey,12/13/2018,119.36
Expensive City,Sophia Aubrey,12/13/2018,99.19
Expensive City,Barret Bonden,12/14/2018,62.29
Inexpensive City,Clarissa Oakes,12/14/2018,13.72
Moderately Expensive City,Ebenezer Graham,12/14/2018,39.54
